step,day,hour,net_assimilation_rate,gross_photosynthesis_rate,respiration_rate,light_use_efficiency,co2_uptake_rate,cumulative_carbon_gained,daily_carbon_gained,leaf_temperature,temperature_stress_factor,light_stress_factor,step_count,last_update
1,1,0,0.0038,0.0038,0.0000,0.0001,0.0038,0.0039,0.0000,25.2000,0.1091,0.0000,2,2025-10-17T21:51:30.323763
2,1,1,0.0039,0.0039,0.0000,0.0001,0.0039,0.0116,0.0077,25.2000,0.1091,0.0000,4,2025-10-17T21:51:30.339560
3,1,2,0.0039,0.0039,0.0000,0.0001,0.0039,0.0193,0.0155,25.2000,0.1091,0.0000,6,2025-10-17T21:51:30.355340
4,1,3,0.0040,0.0040,0.0000,0.0001,0.0040,0.0272,0.0234,25.2000,0.1091,0.0000,8,2025-10-17T21:51:30.370959
5,1,4,0.0040,0.0040,0.0000,0.0001,0.0040,0.0352,0.0313,25.2000,0.1091,0.0000,10,2025-10-17T21:51:30.386466
6,1,5,0.0040,0.0040,0.0000,0.0001,0.0040,0.0432,0.0393,25.2000,0.1091,0.0000,12,2025-10-17T21:51:30.402161
7,1,6,0.0041,0.0041,0.0000,0.0001,0.0041,0.0513,0.0475,25.2000,0.1091,0.0000,14,2025-10-17T21:51:30.418088
8,1,7,0.0041,0.0041,0.0000,0.0001,0.0041,0.0595,0.0557,25.2000,0.1091,0.0000,16,2025-10-17T21:51:30.434161
9,1,8,0.0042,0.0042,0.0000,0.0001,0.0042,0.0678,0.0639,25.2000,0.1091,0.0000,18,2025-10-17T21:51:30.450264
10,1,9,0.0042,0.0042,0.0000,0.0001,0.0042,0.0762,0.0723,25.2000,0.1091,0.0000,20,2025-10-17T21:51:30.466551
11,1,10,0.0042,0.0042,0.0000,0.0001,0.0042,0.0846,0.0808,25.2000,0.1091,0.0000,22,2025-10-17T21:51:30.482919
12,1,11,0.0043,0.0043,0.0000,0.0001,0.0043,0.0931,0.0893,25.2000,0.1091,0.0000,24,2025-10-17T21:51:30.499404
13,1,12,0.0043,0.0043,0.0000,0.0001,0.0043,0.1017,0.0979,25.2000,0.1091,0.0000,26,2025-10-17T21:51:30.516117
14,1,13,0.0044,0.0044,0.0000,0.0001,0.0044,0.1104,0.1066,25.2000,0.1091,0.0000,28,2025-10-17T21:51:30.532765
15,1,14,0.0044,0.0044,0.0000,0.0001,0.0044,0.1192,0.1154,25.2000,0.1091,0.0000,30,2025-10-17T21:51:30.549652
16,1,15,0.0044,0.0044,0.0000,0.0001,0.0044,0.1281,0.1242,25.2000,0.1091,0.0000,32,2025-10-17T21:51:30.566601
17,1,16,0.0045,0.0045,0.0000,0.0001,0.0045,0.1370,0.1331,25.2000,0.1091,0.0000,34,2025-10-17T21:51:30.583332
18,1,17,0.0045,0.0045,0.0000,0.0001,0.0045,0.1460,0.1421,25.2000,0.1091,0.0000,36,2025-10-17T21:51:30.600399
19,1,18,0.0046,0.0046,0.0000,0.0001,0.0046,0.1551,0.1512,25.2000,0.1091,0.0000,38,2025-10-17T21:51:30.617657
20,1,19,0.0046,0.0046,0.0000,0.0001,0.0046,0.1643,0.1604,25.2000,0.1091,0.0000,40,2025-10-17T21:51:30.635150
21,1,20,0.0046,0.0046,0.0000,0.0001,0.0046,0.1735,0.1696,25.2000,0.1091,0.0000,42,2025-10-17T21:51:30.652739
22,1,21,0.0047,0.0047,0.0000,0.0001,0.0047,0.1828,0.1790,25.2000,0.1091,0.0000,44,2025-10-17T21:51:30.670113
23,1,22,0.0047,0.0047,0.0000,0.0001,0.0047,0.1922,0.1884,25.2000,0.1091,0.0000,46,2025-10-17T21:51:30.688253
24,1,23,0.0048,0.0048,0.0000,0.0001,0.0048,0.2017,0.1978,25.2000,0.1091,0.0000,48,2025-10-17T21:51:30.706500
25,2,0,0.0045,0.0045,0.0000,0.0001,0.0045,0.2107,0.0000,27.0000,0.2727,0.0000,50,2025-10-17T21:51:30.725393
26,2,1,0.0045,0.0045,0.0000,0.0001,0.0045,0.2197,0.0090,27.0000,0.2727,0.0000,52,2025-10-17T21:51:30.743973
27,2,2,0.0046,0.0046,0.0000,0.0001,0.0046,0.2288,0.0182,27.0000,0.2727,0.0000,54,2025-10-17T21:51:30.762475
28,2,3,0.0046,0.0046,0.0000,0.0001,0.0046,0.2380,0.0273,27.0000,0.2727,0.0000,56,2025-10-17T21:51:30.781491
29,2,4,0.0046,0.0046,0.0000,0.0001,0.0046,0.2472,0.0366,27.0000,0.2727,0.0000,58,2025-10-17T21:51:30.800315
30,2,5,0.0047,0.0047,0.0000,0.0001,0.0047,0.2565,0.0459,27.0000,0.2727,0.0000,60,2025-10-17T21:51:30.819792
31,2,6,0.0047,0.0047,0.0000,0.0001,0.0047,0.2659,0.0552,27.0000,0.2727,0.0000,62,2025-10-17T21:51:30.839197
32,2,7,0.0047,0.0047,0.0000,0.0001,0.0047,0.2753,0.0646,27.0000,0.2727,0.0000,64,2025-10-17T21:51:30.859173
33,2,8,0.0048,0.0048,0.0000,0.0001,0.0048,0.2848,0.0741,27.0000,0.2727,0.0000,66,2025-10-17T21:51:30.878554
34,2,9,0.0048,0.0048,0.0000,0.0001,0.0048,0.2943,0.0836,27.0000,0.2727,0.0000,68,2025-10-17T21:51:30.897609
35,2,10,0.0048,0.0048,0.0000,0.0001,0.0048,0.3039,0.0932,27.0000,0.2727,0.0000,70,2025-10-17T21:51:30.916147
36,2,11,0.0048,0.0048,0.0000,0.0001,0.0048,0.3136,0.1029,27.0000,0.2727,0.0000,72,2025-10-17T21:51:30.934605
37,2,12,0.0049,0.0049,0.0000,0.0001,0.0049,0.3233,0.1126,27.0000,0.2727,0.0000,74,2025-10-17T21:51:30.953011
38,2,13,0.0049,0.0049,0.0000,0.0001,0.0049,0.3331,0.1224,27.0000,0.2727,0.0000,76,2025-10-17T21:51:30.971848
39,2,14,0.0049,0.0049,0.0000,0.0001,0.0049,0.3429,0.1322,27.0000,0.2727,0.0000,78,2025-10-17T21:51:30.990804
40,2,15,0.0050,0.0050,0.0000,0.0001,0.0050,0.3528,0.1421,27.0000,0.2727,0.0000,80,2025-10-17T21:51:31.014994
41,2,16,0.0050,0.0050,0.0000,0.0001,0.0050,0.3627,0.1521,27.0000,0.2727,0.0000,82,2025-10-17T21:51:31.033827
42,2,17,0.0050,0.0050,0.0000,0.0001,0.0050,0.3727,0.1621,27.0000,0.2727,0.0000,84,2025-10-17T21:51:31.052508
43,2,18,0.0050,0.0050,0.0000,0.0001,0.0050,0.3828,0.1721,27.0000,0.2727,0.0000,86,2025-10-17T21:51:31.070623
44,2,19,0.0051,0.0051,0.0000,0.0001,0.0051,0.3929,0.1822,27.0000,0.2727,0.0000,88,2025-10-17T21:51:31.089568
45,2,20,0.0051,0.0051,0.0000,0.0001,0.0051,0.4031,0.1924,27.0000,0.2727,0.0000,90,2025-10-17T21:51:31.108446
46,2,21,0.0051,0.0051,0.0000,0.0001,0.0051,0.4133,0.2026,27.0000,0.2727,0.0000,92,2025-10-17T21:51:31.127635
47,2,22,0.0052,0.0052,0.0000,0.0001,0.0052,0.4236,0.2129,27.0000,0.2727,0.0000,94,2025-10-17T21:51:31.146314
48,2,23,0.0052,0.0052,0.0000,0.0001,0.0052,0.4339,0.2233,27.0000,0.2727,0.0000,96,2025-10-17T21:51:31.165179
49,3,0,0.0054,0.0054,0.0000,0.0001,0.0054,0.4447,0.0000,25.7000,0.1545,0.0000,98,2025-10-17T21:51:31.184533
50,3,1,0.0054,0.0054,0.0000,0.0001,0.0054,0.4555,0.0108,25.7000,0.1545,0.0000,100,2025-10-17T21:51:31.203518
51,3,2,0.0055,0.0055,0.0000,0.0001,0.0055,0.4664,0.0217,25.7000,0.1545,0.0000,102,2025-10-17T21:51:31.222575
52,3,3,0.0055,0.0055,0.0000,0.0001,0.0055,0.4774,0.0327,25.7000,0.1545,0.0000,104,2025-10-17T21:51:31.241615
53,3,4,0.0055,0.0055,0.0000,0.0001,0.0055,0.4884,0.0437,25.7000,0.1545,0.0000,106,2025-10-17T21:51:31.260645
54,3,5,0.0055,0.0055,0.0000,0.0001,0.0055,0.4994,0.0547,25.7000,0.1545,0.0000,108,2025-10-17T21:51:31.279302
55,3,6,0.0055,0.0055,0.0000,0.0001,0.0055,0.5104,0.0657,25.7000,0.1545,0.0000,110,2025-10-17T21:51:31.299174
56,3,7,0.0055,0.0055,0.0000,0.0001,0.0055,0.5215,0.0768,25.7000,0.1545,0.0000,112,2025-10-17T21:51:31.318968
57,3,8,0.0055,0.0055,0.0000,0.0001,0.0055,0.5325,0.0878,25.7000,0.1545,0.0000,114,2025-10-17T21:51:31.339307
58,3,9,0.0055,0.0055,0.0000,0.0001,0.0055,0.5435,0.0988,25.7000,0.1545,0.0000,116,2025-10-17T21:51:31.358386
59,3,10,0.0055,0.0055,0.0000,0.0001,0.0055,0.5545,0.1098,25.7000,0.1545,0.0000,118,2025-10-17T21:51:31.378067
60,3,11,0.0055,0.0055,0.0000,0.0001,0.0055,0.5655,0.1208,25.7000,0.1545,0.0000,120,2025-10-17T21:51:31.397511
61,3,12,0.0055,0.0055,0.0000,0.0001,0.0055,0.5766,0.1319,25.7000,0.1545,0.0000,122,2025-10-17T21:51:31.416833
62,3,13,0.0055,0.0055,0.0000,0.0001,0.0055,0.5876,0.1429,25.7000,0.1545,0.0000,124,2025-10-17T21:51:31.436661
63,3,14,0.0055,0.0055,0.0000,0.0001,0.0055,0.5986,0.1539,25.7000,0.1545,0.0000,126,2025-10-17T21:51:31.456808
64,3,15,0.0055,0.0055,0.0000,0.0001,0.0055,0.6096,0.1649,25.7000,0.1545,0.0000,128,2025-10-17T21:51:31.476793
65,3,16,0.0055,0.0055,0.0000,0.0001,0.0055,0.6206,0.1759,25.7000,0.1545,0.0000,130,2025-10-17T21:51:31.497090
66,3,17,0.0055,0.0055,0.0000,0.0001,0.0055,0.6317,0.1870,25.7000,0.1545,0.0000,132,2025-10-17T21:51:31.517257
67,3,18,0.0055,0.0055,0.0000,0.0001,0.0055,0.6427,0.1980,25.7000,0.1545,0.0000,134,2025-10-17T21:51:31.537165
68,3,19,0.0055,0.0055,0.0000,0.0001,0.0055,0.6537,0.2090,25.7000,0.1545,0.0000,136,2025-10-17T21:51:31.556958
69,3,20,0.0055,0.0055,0.0000,0.0001,0.0055,0.6647,0.2200,25.7000,0.1545,0.0000,138,2025-10-17T21:51:31.576240
70,3,21,0.0055,0.0055,0.0000,0.0001,0.0055,0.6758,0.2311,25.7000,0.1545,0.0000,140,2025-10-17T21:51:31.595461
71,3,22,0.0055,0.0055,0.0000,0.0001,0.0055,0.6868,0.2421,25.7000,0.1545,0.0000,142,2025-10-17T21:51:31.614875
72,3,23,0.0055,0.0055,0.0000,0.0001,0.0055,0.6978,0.2531,25.7000,0.1545,0.0000,144,2025-10-17T21:51:31.634481
73,4,0,0.0055,0.0055,0.0000,0.0001,0.0055,0.7088,0.0000,25.0000,0.0909,0.0000,146,2025-10-17T21:51:31.654382
74,4,1,0.0055,0.0055,0.0000,0.0001,0.0055,0.7198,0.0110,25.0000,0.0909,0.0000,148,2025-10-17T21:51:31.674953
75,4,2,0.0055,0.0055,0.0000,0.0001,0.0055,0.7307,0.0219,25.0000,0.0909,0.0000,150,2025-10-17T21:51:31.694753
76,4,3,0.0055,0.0055,0.0000,0.0001,0.0055,0.7417,0.0329,25.0000,0.0909,0.0000,152,2025-10-17T21:51:31.714553
77,4,4,0.0055,0.0055,0.0000,0.0001,0.0055,0.7527,0.0439,25.0000,0.0909,0.0000,154,2025-10-17T21:51:31.734252
78,4,5,0.0055,0.0055,0.0000,0.0001,0.0055,0.7636,0.0549,25.0000,0.0909,0.0000,156,2025-10-17T21:51:31.754018
79,4,6,0.0055,0.0055,0.0000,0.0001,0.0055,0.7746,0.0658,25.0000,0.0909,0.0000,158,2025-10-17T21:51:31.773331
80,4,7,0.0055,0.0055,0.0000,0.0001,0.0055,0.7856,0.0768,25.0000,0.0909,0.0000,160,2025-10-17T21:51:31.792657
81,4,8,0.0055,0.0055,0.0000,0.0001,0.0055,0.7966,0.0878,25.0000,0.0909,0.0000,162,2025-10-17T21:51:31.811961
82,4,9,0.0055,0.0055,0.0000,0.0001,0.0055,0.8075,0.0987,25.0000,0.0909,0.0000,164,2025-10-17T21:51:31.831321
83,4,10,0.0055,0.0055,0.0000,0.0001,0.0055,0.8185,0.1097,25.0000,0.0909,0.0000,166,2025-10-17T21:51:31.850852
84,4,11,0.0055,0.0055,0.0000,0.0001,0.0055,0.8295,0.1207,25.0000,0.0909,0.0000,168,2025-10-17T21:51:31.870084
85,4,12,0.0055,0.0055,0.0000,0.0001,0.0055,0.8404,0.1317,25.0000,0.0909,0.0000,170,2025-10-17T21:51:31.889446
86,4,13,0.0055,0.0055,0.0000,0.0001,0.0055,0.8514,0.1426,25.0000,0.0909,0.0000,172,2025-10-17T21:51:31.908983
87,4,14,0.0055,0.0055,0.0000,0.0001,0.0055,0.8624,0.1536,25.0000,0.0909,0.0000,174,2025-10-17T21:51:31.928625
88,4,15,0.0055,0.0055,0.0000,0.0001,0.0055,0.8734,0.1646,25.0000,0.0909,0.0000,176,2025-10-17T21:51:31.948116
89,4,16,0.0055,0.0055,0.0000,0.0001,0.0055,0.8843,0.1755,25.0000,0.0909,0.0000,178,2025-10-17T21:51:31.967747
90,4,17,0.0055,0.0055,0.0000,0.0001,0.0055,0.8953,0.1865,25.0000,0.0909,0.0000,180,2025-10-17T21:51:31.986869
91,4,18,0.0055,0.0055,0.0000,0.0001,0.0055,0.9063,0.1975,25.0000,0.0909,0.0000,182,2025-10-17T21:51:32.006388
92,4,19,0.0055,0.0055,0.0000,0.0001,0.0055,0.9172,0.2085,25.0000,0.0909,0.0000,184,2025-10-17T21:51:32.026630
93,4,20,0.0055,0.0055,0.0000,0.0001,0.0055,0.9282,0.2194,25.0000,0.0909,0.0000,186,2025-10-17T21:51:32.045540
94,4,21,0.0055,0.0055,0.0000,0.0001,0.0055,0.9392,0.2304,25.0000,0.0909,0.0000,188,2025-10-17T21:51:32.064742
95,4,22,0.0055,0.0055,0.0000,0.0001,0.0055,0.9502,0.2414,25.0000,0.0909,0.0000,190,2025-10-17T21:51:32.084219
96,4,23,0.0055,0.0055,0.0000,0.0001,0.0055,0.9611,0.2523,25.0000,0.0909,0.0000,192,2025-10-17T21:51:32.103460
97,5,0,0.0056,0.0056,0.0000,0.0002,0.0056,0.9723,0.0000,23.6000,0.0000,0.0000,194,2025-10-17T21:51:32.123289
98,5,1,0.0056,0.0056,0.0000,0.0002,0.0056,0.9836,0.0112,23.6000,0.0000,0.0000,196,2025-10-17T21:51:32.142452
99,5,2,0.0056,0.0056,0.0000,0.0002,0.0056,0.9949,0.0225,23.6000,0.0000,0.0000,198,2025-10-17T21:51:32.161817
100,5,3,0.0057,0.0057,0.0000,0.0002,0.0057,1.0062,0.0338,23.6000,0.0000,0.0000,200,2025-10-17T21:51:32.181005
101,5,4,0.0057,0.0057,0.0000,0.0002,0.0057,1.0175,0.0452,23.6000,0.0000,0.0000,202,2025-10-17T21:51:32.200192
102,5,5,0.0057,0.0057,0.0000,0.0002,0.0057,1.0289,0.0565,23.6000,0.0000,0.0000,204,2025-10-17T21:51:32.220176
103,5,6,0.0057,0.0057,0.0000,0.0002,0.0057,1.0403,0.0679,23.6000,0.0000,0.0000,206,2025-10-17T21:51:32.238601
104,5,7,0.0057,0.0057,0.0000,0.0002,0.0057,1.0517,0.0794,23.6000,0.0000,0.0000,208,2025-10-17T21:51:32.256670
105,5,8,0.0057,0.0057,0.0000,0.0002,0.0057,1.0632,0.0908,23.6000,0.0000,0.0000,210,2025-10-17T21:51:32.275024
106,5,9,0.0058,0.0058,0.0000,0.0002,0.0058,1.0747,0.1023,23.6000,0.0000,0.0000,212,2025-10-17T21:51:32.293179
107,5,10,0.0058,0.0058,0.0000,0.0002,0.0058,1.0862,0.1138,23.6000,0.0000,0.0000,214,2025-10-17T21:51:32.311952
108,5,11,0.0058,0.0058,0.0000,0.0002,0.0058,1.0978,0.1254,23.6000,0.0000,0.0000,216,2025-10-17T21:51:32.331139
109,5,12,0.0058,0.0058,0.0000,0.0002,0.0058,1.1093,0.1370,23.6000,0.0000,0.0000,218,2025-10-17T21:51:32.350219
110,5,13,0.0058,0.0058,0.0000,0.0002,0.0058,1.1210,0.1486,23.6000,0.0000,0.0000,220,2025-10-17T21:51:32.368418
111,5,14,0.0058,0.0058,0.0000,0.0002,0.0058,1.1326,0.1603,23.6000,0.0000,0.0000,222,2025-10-17T21:51:32.387010
112,5,15,0.0058,0.0058,0.0000,0.0002,0.0058,1.1443,0.1719,23.6000,0.0000,0.0000,224,2025-10-17T21:51:32.405058
113,5,16,0.0059,0.0059,0.0000,0.0002,0.0059,1.1560,0.1836,23.6000,0.0000,0.0000,226,2025-10-17T21:51:32.423824
114,5,17,0.0059,0.0059,0.0000,0.0002,0.0059,1.1677,0.1954,23.6000,0.0000,0.0000,228,2025-10-17T21:51:32.442525
115,5,18,0.0059,0.0059,0.0000,0.0002,0.0059,1.1795,0.2072,23.6000,0.0000,0.0000,230,2025-10-17T21:51:32.461364
116,5,19,0.0059,0.0059,0.0000,0.0002,0.0059,1.1913,0.2190,23.6000,0.0000,0.0000,232,2025-10-17T21:51:32.480179
117,5,20,0.0059,0.0059,0.0000,0.0002,0.0059,1.2031,0.2308,23.6000,0.0000,0.0000,234,2025-10-17T21:51:32.499444
118,5,21,0.0059,0.0059,0.0000,0.0001,0.0059,1.2150,0.2426,23.6000,0.0000,0.0000,236,2025-10-17T21:51:32.518862
119,5,22,0.0060,0.0060,0.0000,0.0001,0.0060,1.2269,0.2545,23.6000,0.0000,0.0000,238,2025-10-17T21:51:32.538121
120,5,23,0.0060,0.0060,0.0000,0.0001,0.0060,1.2388,0.2664,23.6000,0.0000,0.0000,240,2025-10-17T21:51:32.558513
121,6,0,0.0058,0.0058,0.0000,0.0002,0.0058,1.2504,0.0000,24.7000,0.0636,0.0000,242,2025-10-17T21:51:32.578777
122,6,1,0.0058,0.0058,0.0000,0.0002,0.0058,1.2621,0.0117,24.7000,0.0636,0.0000,244,2025-10-17T21:51:32.597923
123,6,2,0.0059,0.0059,0.0000,0.0002,0.0059,1.2738,0.0234,24.7000,0.0636,0.0000,246,2025-10-17T21:51:32.617583
124,6,3,0.0059,0.0059,0.0000,0.0002,0.0059,1.2856,0.0351,24.7000,0.0636,0.0000,248,2025-10-17T21:51:32.637865
125,6,4,0.0059,0.0059,0.0000,0.0002,0.0059,1.2973,0.0469,24.7000,0.0636,0.0000,250,2025-10-17T21:51:32.658503
126,6,5,0.0059,0.0059,0.0000,0.0002,0.0059,1.3091,0.0587,24.7000,0.0636,0.0000,252,2025-10-17T21:51:32.678828
127,6,6,0.0059,0.0059,0.0000,0.0002,0.0059,1.3209,0.0705,24.7000,0.0636,0.0000,254,2025-10-17T21:51:32.700580
128,6,7,0.0059,0.0059,0.0000,0.0002,0.0059,1.3328,0.0823,24.7000,0.0636,0.0000,256,2025-10-17T21:51:32.721564
129,6,8,0.0059,0.0059,0.0000,0.0002,0.0059,1.3447,0.0942,24.7000,0.0636,0.0000,258,2025-10-17T21:51:32.742293
130,6,9,0.0060,0.0060,0.0000,0.0002,0.0060,1.3565,0.1061,24.7000,0.0636,0.0000,260,2025-10-17T21:51:32.762840
131,6,10,0.0060,0.0060,0.0000,0.0002,0.0060,1.3685,0.1180,24.7000,0.0636,0.0000,262,2025-10-17T21:51:32.783503
132,6,11,0.0060,0.0060,0.0000,0.0002,0.0060,1.3804,0.1300,24.7000,0.0636,0.0000,264,2025-10-17T21:51:32.802868
133,6,12,0.0060,0.0060,0.0000,0.0002,0.0060,1.3924,0.1419,24.7000,0.0636,0.0000,266,2025-10-17T21:51:32.822095
134,6,13,0.0060,0.0060,0.0000,0.0002,0.0060,1.4044,0.1539,24.7000,0.0636,0.0000,268,2025-10-17T21:51:32.841141
135,6,14,0.0060,0.0060,0.0000,0.0002,0.0060,1.4164,0.1660,24.7000,0.0636,0.0000,270,2025-10-17T21:51:32.859734
136,6,15,0.0060,0.0060,0.0000,0.0002,0.0060,1.4285,0.1780,24.7000,0.0636,0.0000,272,2025-10-17T21:51:32.878310
137,6,16,0.0060,0.0060,0.0000,0.0002,0.0060,1.4405,0.1901,24.7000,0.0636,0.0000,274,2025-10-17T21:51:32.897038
138,6,17,0.0061,0.0061,0.0000,0.0002,0.0061,1.4526,0.2022,24.7000,0.0636,0.0000,276,2025-10-17T21:51:32.915697
139,6,18,0.0061,0.0061,0.0000,0.0002,0.0061,1.4648,0.2143,24.7000,0.0636,0.0000,278,2025-10-17T21:51:32.934161
140,6,19,0.0061,0.0061,0.0000,0.0002,0.0061,1.4769,0.2265,24.7000,0.0636,0.0000,280,2025-10-17T21:51:32.952766
141,6,20,0.0061,0.0061,0.0000,0.0002,0.0061,1.4891,0.2387,24.7000,0.0636,0.0000,282,2025-10-17T21:51:32.971551
142,6,21,0.0061,0.0061,0.0000,0.0002,0.0061,1.5013,0.2509,24.7000,0.0636,0.0000,284,2025-10-17T21:51:32.990414
143,6,22,0.0061,0.0061,0.0000,0.0002,0.0061,1.5135,0.2631,24.7000,0.0636,0.0000,286,2025-10-17T21:51:33.009239
144,6,23,0.0061,0.0061,0.0000,0.0002,0.0061,1.5258,0.2753,24.7000,0.0636,0.0000,288,2025-10-17T21:51:33.029172
145,7,0,0.0059,0.0059,0.0000,0.0002,0.0059,1.5375,0.0000,26.3000,0.2091,0.0000,290,2025-10-17T21:51:33.048889
146,7,1,0.0059,0.0059,0.0000,0.0002,0.0059,1.5493,0.0118,26.3000,0.2091,0.0000,292,2025-10-17T21:51:33.067567
147,7,2,0.0059,0.0059,0.0000,0.0002,0.0059,1.5611,0.0236,26.3000,0.2091,0.0000,294,2025-10-17T21:51:33.086164
148,7,3,0.0059,0.0059,0.0000,0.0002,0.0059,1.5730,0.0354,26.3000,0.2091,0.0000,296,2025-10-17T21:51:33.104969
149,7,4,0.0059,0.0059,0.0000,0.0002,0.0059,1.5848,0.0473,26.3000,0.2091,0.0000,298,2025-10-17T21:51:33.124176
150,7,5,0.0059,0.0059,0.0000,0.0002,0.0059,1.5967,0.0591,26.3000,0.2091,0.0000,300,2025-10-17T21:51:33.143345
151,7,6,0.0060,0.0060,0.0000,0.0002,0.0060,1.6086,0.0710,26.3000,0.2091,0.0000,302,2025-10-17T21:51:33.162420
152,7,7,0.0060,0.0060,0.0000,0.0002,0.0060,1.6205,0.0830,26.3000,0.2091,0.0000,304,2025-10-17T21:51:33.181060
153,7,8,0.0060,0.0060,0.0000,0.0002,0.0060,1.6325,0.0949,26.3000,0.2091,0.0000,306,2025-10-17T21:51:33.199591
154,7,9,0.0060,0.0060,0.0000,0.0002,0.0060,1.6445,0.1070,26.3000,0.2091,0.0000,308,2025-10-17T21:51:33.218314
155,7,10,0.0061,0.0061,0.0000,0.0002,0.0061,1.6566,0.1191,26.3000,0.2091,0.0000,310,2025-10-17T21:51:33.236997
156,7,11,0.0061,0.0061,0.0000,0.0002,0.0061,1.6687,0.1312,26.3000,0.2091,0.0000,312,2025-10-17T21:51:33.255479
157,7,12,0.0061,0.0061,0.0000,0.0002,0.0061,1.6809,0.1434,26.3000,0.2091,0.0000,314,2025-10-17T21:51:33.273953
158,7,13,0.0061,0.0061,0.0000,0.0002,0.0061,1.6932,0.1556,26.3000,0.2091,0.0000,316,2025-10-17T21:51:33.292768
159,7,14,0.0062,0.0062,0.0000,0.0002,0.0062,1.7055,0.1679,26.3000,0.2091,0.0000,318,2025-10-17T21:51:33.311291
160,7,15,0.0062,0.0062,0.0000,0.0002,0.0062,1.7178,0.1803,26.3000,0.2091,0.0000,320,2025-10-17T21:51:33.329613
161,7,16,0.0062,0.0062,0.0000,0.0002,0.0062,1.7302,0.1927,26.3000,0.2091,0.0000,322,2025-10-17T21:51:33.348072
162,7,17,0.0062,0.0062,0.0000,0.0002,0.0062,1.7427,0.2052,26.3000,0.2091,0.0000,324,2025-10-17T21:51:33.367515
163,7,18,0.0063,0.0063,0.0000,0.0002,0.0063,1.7552,0.2177,26.3000,0.2091,0.0000,326,2025-10-17T21:51:33.386335
164,7,19,0.0063,0.0063,0.0000,0.0002,0.0063,1.7677,0.2302,26.3000,0.2091,0.0000,328,2025-10-17T21:51:33.405291
165,7,20,0.0063,0.0063,0.0000,0.0002,0.0063,1.7803,0.2428,26.3000,0.2091,0.0000,330,2025-10-17T21:51:33.424614
166,7,21,0.0063,0.0063,0.0000,0.0002,0.0063,1.7930,0.2555,26.3000,0.2091,0.0000,332,2025-10-17T21:51:33.443291
167,7,22,0.0063,0.0063,0.0000,0.0002,0.0063,1.8057,0.2681,26.3000,0.2091,0.0000,334,2025-10-17T21:51:33.462235
168,7,23,0.0064,0.0064,0.0000,0.0002,0.0064,1.8183,0.2808,26.3000,0.2091,0.0000,336,2025-10-17T21:51:33.481262
169,8,0,0.0065,0.0065,0.0000,0.0002,0.0065,1.8313,0.0000,24.4000,0.0364,0.0000,338,2025-10-17T21:51:33.500354
170,8,1,0.0065,0.0065,0.0000,0.0002,0.0065,1.8443,0.0130,24.4000,0.0364,0.0000,340,2025-10-17T21:51:33.519433
171,8,2,0.0065,0.0065,0.0000,0.0002,0.0065,1.8574,0.0261,24.4000,0.0364,0.0000,342,2025-10-17T21:51:33.539058
172,8,3,0.0065,0.0065,0.0000,0.0002,0.0065,1.8705,0.0391,24.4000,0.0364,0.0000,344,2025-10-17T21:51:33.558123
173,8,4,0.0066,0.0066,0.0000,0.0002,0.0066,1.8836,0.0522,24.4000,0.0364,0.0000,346,2025-10-17T21:51:33.577306
174,8,5,0.0066,0.0066,0.0000,0.0002,0.0066,1.8967,0.0654,24.4000,0.0364,0.0000,348,2025-10-17T21:51:33.596510
175,8,6,0.0066,0.0066,0.0000,0.0002,0.0066,1.9099,0.0786,24.4000,0.0364,0.0000,350,2025-10-17T21:51:33.615603
176,8,7,0.0066,0.0066,0.0000,0.0002,0.0066,1.9231,0.0918,24.4000,0.0364,0.0000,352,2025-10-17T21:51:33.635289
177,8,8,0.0066,0.0066,0.0000,0.0002,0.0066,1.9364,0.1050,24.4000,0.0364,0.0000,354,2025-10-17T21:51:33.655539
178,8,9,0.0066,0.0066,0.0000,0.0002,0.0066,1.9496,0.1183,24.4000,0.0364,0.0000,356,2025-10-17T21:51:33.675946
179,8,10,0.0067,0.0067,0.0000,0.0002,0.0067,1.9629,0.1316,24.4000,0.0364,0.0000,358,2025-10-17T21:51:33.696300
180,8,11,0.0067,0.0067,0.0000,0.0002,0.0067,1.9763,0.1450,24.4000,0.0364,0.0000,360,2025-10-17T21:51:33.716947
181,8,12,0.0067,0.0067,0.0000,0.0002,0.0067,1.9897,0.1583,24.4000,0.0364,0.0000,362,2025-10-17T21:51:33.736772
182,8,13,0.0067,0.0067,0.0000,0.0002,0.0067,2.0031,0.1718,24.4000,0.0364,0.0000,364,2025-10-17T21:51:33.756370
183,8,14,0.0067,0.0067,0.0000,0.0002,0.0067,2.0165,0.1852,24.4000,0.0364,0.0000,366,2025-10-17T21:51:33.776842
184,8,15,0.0067,0.0067,0.0000,0.0002,0.0067,2.0300,0.1987,24.4000,0.0364,0.0000,368,2025-10-17T21:51:33.796903
185,8,16,0.0068,0.0068,0.0000,0.0002,0.0068,2.0435,0.2122,24.4000,0.0364,0.0000,370,2025-10-17T21:51:33.816565
186,8,17,0.0068,0.0068,0.0000,0.0002,0.0068,2.0571,0.2258,24.4000,0.0364,0.0000,372,2025-10-17T21:51:33.835819
187,8,18,0.0068,0.0068,0.0000,0.0002,0.0068,2.0707,0.2393,24.4000,0.0364,0.0000,374,2025-10-17T21:51:33.855335
