step,day,hour,root_depth,root_biomass,root_length,root_surface_area,root_distribution,root_density,root_activity,root_zone_volume,root_zone_layers,root_cohorts,fine_root_fraction,medium_root_fraction,coarse_root_fraction,cumulative_root_growth,daily_root_growth,step_count,last_update
520,22,15,40,1.2590,587.0147,173.6076,{},73.3768,0.3680,6.7368,[],[],0.3204,0.3917,0.2879,0.0000,0.0000,1040,2025-10-17T21:51:40.342660
521,22,16,40,1.2622,595.0003,174.4408,{},74.3750,0.3682,6.7541,[],[],0.3278,0.3899,0.2823,0.0000,0.0000,1042,2025-10-17T21:51:40.361284
522,22,17,40,1.2649,578.8714,173.4382,{},72.3589,0.3678,6.7265,[],[],0.3113,0.3980,0.2907,0.0000,0.0000,1044,2025-10-17T21:51:40.379851
523,22,18,40,1.2673,581.4622,173.0910,{},72.6828,0.3738,6.7194,[],[],0.3172,0.3958,0.2870,0.0000,0.0000,1046,2025-10-17T21:51:40.398489
524,22,19,40,1.2694,576.4313,172.1395,{},72.0539,0.3674,6.6483,[],[],0.3111,0.4011,0.2878,0.0000,0.0000,1048,2025-10-17T21:51:40.416954
525,22,20,40,1.2711,567.0477,171.0253,{},70.8810,0.3659,6.6640,[],[],0.3036,0.4069,0.2895,0.0000,0.0000,1050,2025-10-17T21:51:40.435474
526,22,21,40,1.2727,569.0658,172.4399,{},71.1332,0.3672,6.7360,[],[],0.3016,0.4073,0.2911,0.0000,0.0000,1052,2025-10-17T21:51:40.453776
527,22,22,40,1.2740,577.4621,172.4545,{},72.1828,0.3706,6.6956,[],[],0.3137,0.4011,0.2852,0.0000,0.0000,1054,2025-10-17T21:51:40.472153
528,22,23,40,1.2752,577.5936,172.4434,{},72.1992,0.3707,6.6939,[],[],0.3130,0.4005,0.2865,0.0000,0.0000,1056,2025-10-17T21:51:40.491043
529,23,0,40,1.2762,572.2276,170.9400,{},71.5284,0.3676,6.6537,[],[],0.3118,0.3999,0.2883,0.0000,0.0000,1058,2025-10-17T21:51:40.510252
530,23,1,40,1.2795,586.8710,171.5113,{},73.3589,0.3691,6.6213,[],[],0.3255,0.3963,0.2782,0.0000,0.0000,1060,2025-10-17T21:51:40.528356
531,23,2,40,1.2848,591.7616,171.0078,{},73.9702,0.3679,6.5833,[],[],0.3328,0.3939,0.2734,0.0000,0.0000,1062,2025-10-17T21:51:40.546751
532,23,3,40,1.2896,590.0875,171.6340,{},73.7609,0.3677,6.6609,[],[],0.3273,0.3956,0.2771,0.0000,0.0000,1064,2025-10-17T21:51:40.565278
533,23,4,40,1.2937,586.6103,171.1226,{},73.3263,0.3670,6.6253,[],[],0.3222,0.4009,0.2769,0.0000,0.0000,1066,2025-10-17T21:51:40.583786
534,23,5,40,1.2973,587.6386,169.5762,{},73.4548,0.3719,6.5436,[],[],0.3314,0.3967,0.2719,0.0000,0.0000,1068,2025-10-17T21:51:40.602867
535,23,6,40,1.3004,593.5255,171.3053,{},74.1907,0.3728,6.5931,[],[],0.3298,0.4016,0.2686,0.0000,0.0000,1070,2025-10-17T21:51:40.621634
536,23,7,40,1.3031,598.1679,173.4039,{},74.7710,0.3713,6.6777,[],[],0.3246,0.4073,0.2681,0.0000,0.0000,1072,2025-10-17T21:51:40.640162
537,23,8,40,1.3054,609.7206,173.7356,{},76.2151,0.3720,6.6355,[],[],0.3318,0.4085,0.2597,0.0000,0.0000,1074,2025-10-17T21:51:40.658857
538,23,9,40,1.3074,618.5517,174.1968,{},77.3190,0.3712,6.6529,[],[],0.3400,0.4032,0.2568,0.0000,0.0000,1076,2025-10-17T21:51:40.677368
539,23,10,40,1.3091,619.2040,175.7125,{},77.4005,0.3733,6.7352,[],[],0.3358,0.4053,0.2589,0.0000,0.0000,1078,2025-10-17T21:51:40.696170
540,23,11,40,1.3106,626.4798,175.7411,{},78.3100,0.3713,6.7273,[],[],0.3443,0.4010,0.2547,0.0000,0.0000,1080,2025-10-17T21:51:40.715091
541,23,12,40,1.3120,621.5202,175.0932,{},77.6900,0.3653,6.7145,[],[],0.3393,0.4045,0.2562,0.0000,0.0000,1082,2025-10-17T21:51:40.733725
542,23,13,40,1.3153,614.0361,174.7331,{},76.7545,0.3637,6.7612,[],[],0.3354,0.4038,0.2608,0.0000,0.0000,1084,2025-10-17T21:51:40.752497
543,23,14,40,1.3205,619.7250,173.5945,{},77.4656,0.3689,6.6947,[],[],0.3534,0.3908,0.2557,0.0000,0.0000,1086,2025-10-17T21:51:40.771597
544,23,15,40,1.3252,611.6496,171.4969,{},76.4562,0.3722,6.6435,[],[],0.3584,0.3816,0.2600,0.0000,0.0000,1088,2025-10-17T21:51:40.790617
545,23,16,40,1.3292,626.7023,174.4960,{},78.3378,0.3751,6.7176,[],[],0.3582,0.3867,0.2551,0.0000,0.0000,1090,2025-10-17T21:51:40.810060
546,23,17,40,1.3327,629.9356,176.5561,{},78.7420,0.3770,6.7873,[],[],0.3531,0.3910,0.2559,0.0000,0.0000,1092,2025-10-17T21:51:40.829548
547,23,18,40,1.3357,622.3995,175.7956,{},77.7999,0.3795,6.7823,[],[],0.3461,0.3940,0.2600,0.0000,0.0000,1094,2025-10-17T21:51:40.849272
548,23,19,40,1.3383,625.5396,177.0691,{},78.1925,0.3768,6.7968,[],[],0.3402,0.4003,0.2595,0.0000,0.0000,1096,2025-10-17T21:51:40.869242
549,23,20,40,1.3406,630.1641,178.0458,{},78.7705,0.3735,6.7893,[],[],0.3380,0.4057,0.2563,0.0000,0.0000,1098,2025-10-17T21:51:40.889072
550,23,21,40,1.3426,624.1792,176.3457,{},78.0224,0.3732,6.7025,[],[],0.3371,0.4039,0.2589,0.0000,0.0000,1100,2025-10-17T21:51:40.908520
551,23,22,40,1.3443,624.4495,177.7392,{},78.0562,0.3731,6.7075,[],[],0.3288,0.4122,0.2590,0.0000,0.0000,1102,2025-10-17T21:51:40.928234
552,23,23,40,1.3459,626.3615,178.8386,{},78.2952,0.3765,6.7337,[],[],0.3243,0.4174,0.2583,0.0000,0.0000,1104,2025-10-17T21:51:40.948492
553,24,0,40,1.3472,632.8590,180.0470,{},79.1074,0.3735,6.7930,[],[],0.3250,0.4192,0.2559,0.0000,0.0000,1106,2025-10-17T21:51:40.968083
554,24,1,40,1.3506,633.6253,181.0763,{},79.2032,0.3739,6.8394,[],[],0.3208,0.4209,0.2582,0.0000,0.0000,1108,2025-10-17T21:51:40.987221
555,24,2,40,1.3558,643.1956,182.7657,{},80.3994,0.3722,6.8836,[],[],0.3243,0.4206,0.2551,0.0000,0.0000,1110,2025-10-17T21:51:41.006906
556,24,3,40,1.3605,640.3428,181.7896,{},80.0428,0.3719,6.8349,[],[],0.3221,0.4229,0.2551,0.0000,0.0000,1112,2025-10-17T21:51:41.025875
557,24,4,40,1.3646,614.1181,178.9412,{},76.7648,0.3698,6.7690,[],[],0.2987,0.4391,0.2621,0.0000,0.0000,1114,2025-10-17T21:51:41.044972
558,24,5,40,1.3681,614.7045,178.2786,{},76.8381,0.3710,6.7323,[],[],0.2985,0.4430,0.2585,0.0000,0.0000,1116,2025-10-17T21:51:41.063906
559,24,6,40,1.3712,615.3642,177.9711,{},76.9205,0.3687,6.7149,[],[],0.3023,0.4385,0.2591,0.0000,0.0000,1118,2025-10-17T21:51:41.083493
560,24,7,40,1.3739,614.2744,177.0099,{},76.7843,0.3696,6.6479,[],[],0.3029,0.4415,0.2556,0.0000,0.0000,1120,2025-10-17T21:51:41.102506
561,24,8,40,1.3762,615.6835,178.0048,{},76.9604,0.3685,6.6946,[],[],0.3022,0.4407,0.2571,0.0000,0.0000,1122,2025-10-17T21:51:41.121550
562,24,9,40,1.3783,610.8467,176.6064,{},76.3558,0.3692,6.6533,[],[],0.3046,0.4382,0.2572,0.0000,0.0000,1124,2025-10-17T21:51:41.141161
563,24,10,40,1.3801,609.2170,177.0628,{},76.1521,0.3695,6.6849,[],[],0.2971,0.4435,0.2594,0.0000,0.0000,1126,2025-10-17T21:51:41.161100
564,24,11,40,1.3817,599.0868,177.7939,{},74.8858,0.3661,6.7377,[],[],0.2808,0.4553,0.2639,0.0000,0.0000,1128,2025-10-17T21:51:41.180422
565,24,12,40,1.3830,604.9446,178.2237,{},75.6181,0.3694,6.7476,[],[],0.2865,0.4513,0.2622,0.0000,0.0000,1130,2025-10-17T21:51:41.199893
566,24,13,40,1.3864,619.2321,179.0304,{},77.4040,0.3730,6.7583,[],[],0.3005,0.4432,0.2562,0.0000,0.0000,1132,2025-10-17T21:51:41.218955
567,24,14,40,1.3917,611.4402,179.3647,{},76.4300,0.3730,6.8353,[],[],0.2960,0.4409,0.2631,0.0000,0.0000,1134,2025-10-17T21:51:41.237920
568,24,15,40,1.3965,616.2973,180.6673,{},77.0372,0.3746,6.8737,[],[],0.3020,0.4336,0.2645,0.0000,0.0000,1136,2025-10-17T21:51:41.257458
569,24,16,40,1.4006,619.8256,181.0838,{},77.4782,0.3762,6.8634,[],[],0.3044,0.4333,0.2623,0.0000,0.0000,1138,2025-10-17T21:51:41.277474
570,24,17,40,1.4041,623.4968,179.7491,{},77.9371,0.3801,6.8070,[],[],0.3190,0.4228,0.2582,0.0000,0.0000,1140,2025-10-17T21:51:41.296969
571,24,18,40,1.4072,613.9308,178.1358,{},76.7414,0.3770,6.7295,[],[],0.3115,0.4276,0.2609,0.0000,0.0000,1142,2025-10-17T21:51:41.316031
572,24,19,40,1.4098,606.3167,176.8761,{},75.7896,0.3757,6.7125,[],[],0.3070,0.4288,0.2643,0.0000,0.0000,1144,2025-10-17T21:51:41.335331
573,24,20,40,1.4121,600.8700,175.9658,{},75.1088,0.3699,6.7006,[],[],0.3055,0.4307,0.2638,0.0000,0.0000,1146,2025-10-17T21:51:41.354271
574,24,21,40,1.4141,609.9778,176.5175,{},76.2472,0.3731,6.7390,[],[],0.3219,0.4160,0.2621,0.0000,0.0000,1148,2025-10-17T21:51:41.373444
575,24,22,40,1.4158,613.8397,175.8787,{},76.7300,0.3747,6.7199,[],[],0.3323,0.4071,0.2605,0.0000,0.0000,1150,2025-10-17T21:51:41.392232
576,24,23,40,1.4173,611.4551,173.6264,{},76.4319,0.3786,6.6436,[],[],0.3462,0.3922,0.2617,0.0000,0.0000,1152,2025-10-17T21:51:41.411175
577,25,0,40,1.4186,609.1771,173.7288,{},76.1471,0.3835,6.6436,[],[],0.3393,0.3978,0.2628,0.0000,0.0000,1154,2025-10-17T21:51:41.430454
578,25,1,40,1.4217,597.6948,172.4850,{},74.7118,0.3826,6.6563,[],[],0.3326,0.4010,0.2664,0.0000,0.0000,1156,2025-10-17T21:51:41.449333
579,25,2,40,1.4263,594.4305,172.1514,{},74.3038,0.3833,6.6836,[],[],0.3335,0.3964,0.2700,0.0000,0.0000,1158,2025-10-17T21:51:41.467996
580,25,3,40,1.4305,588.5690,171.7169,{},73.5711,0.3826,6.6988,[],[],0.3274,0.4000,0.2726,0.0000,0.0000,1160,2025-10-17T21:51:41.486846
581,25,4,40,1.4341,575.9276,171.5198,{},71.9910,0.3841,6.7062,[],[],0.3078,0.4151,0.2771,0.0000,0.0000,1162,2025-10-17T21:51:41.505952
582,25,5,40,1.4372,586.7862,172.0937,{},73.3483,0.3822,6.6890,[],[],0.3188,0.4115,0.2697,0.0000,0.0000,1164,2025-10-17T21:51:41.525089
583,25,6,40,1.4399,577.4711,171.8775,{},72.1839,0.3810,6.7202,[],[],0.3061,0.4199,0.2740,0.0000,0.0000,1166,2025-10-17T21:51:41.544340
584,25,7,40,1.4423,573.5775,172.6307,{},71.6972,0.3827,6.7937,[],[],0.2989,0.4224,0.2787,0.0000,0.0000,1168,2025-10-17T21:51:41.563414
585,25,8,40,1.4443,574.0873,173.2886,{},71.7609,0.3847,6.8142,[],[],0.2940,0.4263,0.2798,0.0000,0.0000,1170,2025-10-17T21:51:41.582899
586,25,9,40,1.4460,561.1292,172.5850,{},70.1411,0.3876,6.8264,[],[],0.2781,0.4357,0.2862,0.0000,0.0000,1172,2025-10-17T21:51:41.602656
587,25,10,40,1.4476,552.0516,173.4117,{},69.0065,0.3883,6.8927,[],[],0.2687,0.4382,0.2931,0.0000,0.0000,1174,2025-10-17T21:51:41.623271
588,25,11,40,1.4489,557.2485,172.5174,{},69.6561,0.3830,6.8473,[],[],0.2840,0.4272,0.2887,0.0000,0.0000,1176,2025-10-17T21:51:41.642591
589,25,12,40,1.4500,556.7591,173.5995,{},69.5949,0.3837,6.9147,[],[],0.2792,0.4296,0.2912,0.0000,0.0000,1178,2025-10-17T21:51:41.662195
590,25,13,40,1.4530,548.7773,173.4831,{},68.5972,0.3837,6.9601,[],[],0.2738,0.4262,0.2999,0.0000,0.0000,1180,2025-10-17T21:51:41.681412
591,25,14,40,1.4576,557.6569,173.7402,{},69.7071,0.3846,6.9616,[],[],0.2918,0.4124,0.2958,0.0000,0.0000,1182,2025-10-17T21:51:41.700755
592,25,15,40,1.4618,560.3435,170.5670,{},70.0429,0.3903,6.7916,[],[],0.3080,0.4012,0.2908,0.0000,0.0000,1184,2025-10-17T21:51:41.720107
593,25,16,40,1.4654,556.8711,170.0081,{},69.6089,0.3868,6.7588,[],[],0.3009,0.4080,0.2911,0.0000,0.0000,1186,2025-10-17T21:51:41.739448
594,25,17,40,1.4685,558.5017,171.5033,{},69.8127,0.3805,6.7970,[],[],0.2910,0.4181,0.2910,0.0000,0.0000,1188,2025-10-17T21:51:41.758637
595,25,18,40,1.4711,554.4803,170.8140,{},69.3100,0.3818,6.7887,[],[],0.2928,0.4165,0.2907,0.0000,0.0000,1190,2025-10-17T21:51:41.777650
596,25,19,40,1.4735,551.8542,168.8379,{},68.9818,0.3851,6.7241,[],[],0.2987,0.4115,0.2897,0.0000,0.0000,1192,2025-10-17T21:51:41.796954
597,25,20,40,1.4754,542.9958,168.5423,{},67.8745,0.3848,6.7415,[],[],0.2899,0.4135,0.2967,0.0000,0.0000,1194,2025-10-17T21:51:41.816075
598,25,21,40,1.4772,552.8136,170.0787,{},69.1017,0.3837,6.7734,[],[],0.2936,0.4128,0.2936,0.0000,0.0000,1196,2025-10-17T21:51:41.835275
599,25,22,40,1.4787,550.4770,169.7154,{},68.8096,0.3874,6.7650,[],[],0.2902,0.4165,0.2933,0.0000,0.0000,1198,2025-10-17T21:51:41.854614
600,25,23,40,1.4800,562.8230,170.3144,{},70.3529,0.3889,6.7912,[],[],0.3103,0.4007,0.2890,0.0000,0.0000,1200,2025-10-17T21:51:41.874449
601,26,0,40,1.4811,566.7284,171.8464,{},70.8410,0.3882,6.8450,[],[],0.3124,0.3998,0.2877,0.0000,0.0000,1202,2025-10-17T21:51:41.895083
602,26,1,40,1.4855,571.0753,170.9221,{},71.3844,0.3829,6.7447,[],[],0.3191,0.3990,0.2819,0.0000,0.0000,1204,2025-10-17T21:51:41.914745
603,26,2,40,1.4928,578.1046,170.0136,{},72.2631,0.3821,6.6699,[],[],0.3291,0.3925,0.2785,0.0000,0.0000,1206,2025-10-17T21:51:41.934370
604,26,3,40,1.4994,565.8317,169.5412,{},70.7290,0.3848,6.6722,[],[],0.3193,0.3946,0.2861,0.0000,0.0000,1208,2025-10-17T21:51:41.953420
605,26,4,40,1.5052,570.7380,170.0474,{},71.3423,0.3816,6.6794,[],[],0.3256,0.3892,0.2852,0.0000,0.0000,1210,2025-10-17T21:51:41.973405
606,26,5,40,1.5101,575.2244,171.1818,{},71.9030,0.3813,6.7206,[],[],0.3237,0.3911,0.2852,0.0000,0.0000,1212,2025-10-17T21:51:41.992383
607,26,6,40,1.5144,571.1950,172.1511,{},71.3994,0.3810,6.7534,[],[],0.3133,0.3986,0.2881,0.0000,0.0000,1214,2025-10-17T21:51:42.011964
608,26,7,40,1.5182,576.7302,172.0057,{},72.0913,0.3798,6.7370,[],[],0.3239,0.3928,0.2832,0.0000,0.0000,1216,2025-10-17T21:51:42.031413
609,26,8,40,1.5214,568.0884,171.3786,{},71.0111,0.3745,6.7223,[],[],0.3111,0.4035,0.2854,0.0000,0.0000,1218,2025-10-17T21:51:42.050782
610,26,9,40,1.5242,576.0918,170.4469,{},72.0115,0.3773,6.6431,[],[],0.3203,0.4025,0.2772,0.0000,0.0000,1220,2025-10-17T21:51:42.070271
611,26,10,40,1.5267,573.0288,170.1867,{},71.6286,0.3785,6.6336,[],[],0.3135,0.4115,0.2751,0.0000,0.0000,1222,2025-10-17T21:51:42.089822
612,26,11,40,1.5289,577.4947,170.9224,{},72.1868,0.3770,6.6515,[],[],0.3201,0.4062,0.2737,0.0000,0.0000,1224,2025-10-17T21:51:42.108928
613,26,12,40,1.5308,585.1228,172.3572,{},73.1403,0.3793,6.7116,[],[],0.3250,0.4034,0.2716,0.0000,0.0000,1226,2025-10-17T21:51:42.128245
614,26,13,40,1.5354,594.6158,172.6057,{},74.3270,0.3808,6.7141,[],[],0.3412,0.3906,0.2681,0.0000,0.0000,1228,2025-10-17T21:51:42.148246
615,26,14,40,1.5428,593.1123,173.7298,{},74.1390,0.3811,6.7861,[],[],0.3380,0.3896,0.2724,0.0000,0.0000,1230,2025-10-17T21:51:42.167666
616,26,15,40,1.5493,595.9374,174.3928,{},74.4922,0.3829,6.8272,[],[],0.3409,0.3879,0.2712,0.0000,0.0000,1232,2025-10-17T21:51:42.187106
617,26,16,40,1.5550,590.1436,173.8767,{},73.7679,0.3818,6.8293,[],[],0.3356,0.3919,0.2725,0.0000,0.0000,1234,2025-10-17T21:51:42.206536
618,26,17,40,1.5599,605.0702,176.3021,{},75.6338,0.3799,6.8625,[],[],0.3400,0.3928,0.2673,0.0000,0.0000,1236,2025-10-17T21:51:42.225867
619,26,18,40,1.5642,604.0673,175.2079,{},75.5084,0.3816,6.8198,[],[],0.3449,0.3873,0.2678,0.0000,0.0000,1238,2025-10-17T21:51:42.245260
620,26,19,40,1.5678,609.7602,175.4963,{},76.2200,0.3826,6.8533,[],[],0.3501,0.3838,0.2661,0.0000,0.0000,1240,2025-10-17T21:51:42.264241
621,26,20,40,1.5710,604.8058,175.0459,{},75.6007,0.3800,6.8412,[],[],0.3446,0.3871,0.2683,0.0000,0.0000,1242,2025-10-17T21:51:42.283465
622,26,21,40,1.5737,601.1549,174.5644,{},75.1444,0.3837,6.7817,[],[],0.3383,0.3938,0.2679,0.0000,0.0000,1244,2025-10-17T21:51:42.303167
623,26,22,40,1.5761,602.4974,176.1364,{},75.3122,0.3852,6.8294,[],[],0.3249,0.4057,0.2694,0.0000,0.0000,1246,2025-10-17T21:51:42.323359
624,26,23,40,1.5781,598.9401,174.1962,{},74.8675,0.3815,6.7770,[],[],0.3313,0.3998,0.2689,0.0000,0.0000,1248,2025-10-17T21:51:42.342583
625,27,0,40,1.5799,591.4211,173.0071,{},73.9276,0.3873,6.7503,[],[],0.3269,0.4028,0.2703,0.0000,0.0000,1250,2025-10-17T21:51:42.363043
626,27,1,40,1.5824,588.1187,174.2943,{},73.5148,0.3861,6.8107,[],[],0.3145,0.4110,0.2746,0.0000,0.0000,1252,2025-10-17T21:51:42.382790
627,27,2,40,1.5857,591.4586,174.5976,{},73.9323,0.3857,6.8120,[],[],0.3190,0.4097,0.2712,0.0000,0.0000,1254,2025-10-17T21:51:42.402884
628,27,3,40,1.5886,585.3603,174.7003,{},73.1700,0.3812,6.8301,[],[],0.3074,0.4196,0.2730,0.0000,0.0000,1256,2025-10-17T21:51:42.422539
629,27,4,40,1.5910,583.2718,173.2089,{},72.9090,0.3802,6.7665,[],[],0.3114,0.4179,0.2707,0.0000,0.0000,1258,2025-10-17T21:51:42.442005
630,27,5,40,1.5932,591.1368,174.4690,{},73.8921,0.3813,6.7996,[],[],0.3183,0.4136,0.2681,0.0000,0.0000,1260,2025-10-17T21:51:42.462111
631,27,6,40,1.5950,576.1713,171.8140,{},72.0214,0.3761,6.7194,[],[],0.3128,0.4147,0.2725,0.0000,0.0000,1262,2025-10-17T21:51:42.481850
632,27,7,40,1.5966,577.3190,171.8282,{},72.1649,0.3801,6.6907,[],[],0.3143,0.4126,0.2730,0.0000,0.0000,1264,2025-10-17T21:51:42.501554
633,27,8,40,1.5980,588.5722,174.3801,{},73.5715,0.3805,6.7864,[],[],0.3197,0.4099,0.2704,0.0000,0.0000,1266,2025-10-17T21:51:42.521638
634,27,9,40,1.5993,589.9336,173.9868,{},73.7417,0.3790,6.7796,[],[],0.3263,0.4042,0.2695,0.0000,0.0000,1268,2025-10-17T21:51:42.541380
635,27,10,40,1.6004,583.5818,173.8023,{},72.9477,0.3752,6.7922,[],[],0.3212,0.4059,0.2729,0.0000,0.0000,1270,2025-10-17T21:51:42.560652
636,27,11,40,1.6013,581.4160,173.6023,{},72.6770,0.3771,6.8107,[],[],0.3214,0.4063,0.2723,0.0000,0.0000,1272,2025-10-17T21:51:42.580283
637,27,12,40,1.6021,588.9485,175.4998,{},73.6186,0.3776,6.8964,[],[],0.3250,0.4043,0.2707,0.0000,0.0000,1274,2025-10-17T21:51:42.600220
638,27,13,40,1.6042,595.2548,177.1614,{},74.4069,0.3758,6.9483,[],[],0.3246,0.4058,0.2696,0.0000,0.0000,1276,2025-10-17T21:51:42.620290
639,27,14,40,1.6076,595.6379,176.8162,{},74.4547,0.3754,6.9111,[],[],0.3237,0.4092,0.2671,0.0000,0.0000,1278,2025-10-17T21:51:42.640395
640,27,15,40,1.6106,604.7802,178.7685,{},75.5975,0.3724,6.9578,[],[],0.3225,0.4146,0.2629,0.0000,0.0000,1280,2025-10-17T21:51:42.660433
641,27,16,40,1.6132,603.1240,179.5805,{},75.3905,0.3714,6.9947,[],[],0.3152,0.4208,0.2640,0.0000,0.0000,1282,2025-10-17T21:51:42.680070
642,27,17,40,1.6154,578.4028,175.8105,{},72.3003,0.3674,6.8691,[],[],0.2947,0.4338,0.2714,0.0000,0.0000,1284,2025-10-17T21:51:42.699703
643,27,18,40,1.6174,580.9124,175.7448,{},72.6140,0.3745,6.8366,[],[],0.2972,0.4315,0.2714,0.0000,0.0000,1286,2025-10-17T21:51:42.719187
644,27,19,40,1.6190,578.7972,175.1360,{},72.3497,0.3746,6.8350,[],[],0.2934,0.4345,0.2721,0.0000,0.0000,1288,2025-10-17T21:51:42.739164
645,27,20,40,1.6205,581.1221,174.0587,{},72.6403,0.3763,6.7584,[],[],0.2956,0.4364,0.2680,0.0000,0.0000,1290,2025-10-17T21:51:42.760043
646,27,21,40,1.6218,592.5377,173.5128,{},74.0672,0.3742,6.7077,[],[],0.3138,0.4237,0.2625,0.0000,0.0000,1292,2025-10-17T21:51:42.779798
647,27,22,40,1.6229,600.3442,174.4132,{},75.0430,0.3759,6.7242,[],[],0.3215,0.4198,0.2587,0.0000,0.0000,1294,2025-10-17T21:51:42.799523
648,27,23,40,1.6239,599.2668,173.6957,{},74.9084,0.3731,6.6795,[],[],0.3218,0.4198,0.2584,0.0000,0.0000,1296,2025-10-17T21:51:42.818868
649,28,0,40,1.6247,594.4876,174.2486,{},74.3110,0.3689,6.7519,[],[],0.3161,0.4189,0.2650,0.0000,0.0000,1298,2025-10-17T21:51:42.838724
650,28,1,40,1.6271,590.8999,174.0872,{},73.8625,0.3659,6.7378,[],[],0.3098,0.4236,0.2666,0.0000,0.0000,1300,2025-10-17T21:51:42.858077
651,28,2,40,1.6308,583.7037,171.1887,{},72.9630,0.3673,6.6238,[],[],0.3143,0.4181,0.2676,0.0000,0.0000,1302,2025-10-17T21:51:42.877160
652,28,3,40,1.6342,579.7110,170.5439,{},72.4639,0.3683,6.6004,[],[],0.3130,0.4190,0.2680,0.0000,0.0000,1304,2025-10-17T21:51:42.896410
653,28,4,40,1.6371,588.5779,173.0149,{},73.5722,0.3680,6.7173,[],[],0.3171,0.4148,0.2681,0.0000,0.0000,1306,2025-10-17T21:51:42.915533
654,28,5,40,1.6396,590.3965,173.9887,{},73.7996,0.3705,6.7372,[],[],0.3129,0.4200,0.2671,0.0000,0.0000,1308,2025-10-17T21:51:42.934726
655,28,6,40,1.6418,583.0481,171.8512,{},72.8810,0.3738,6.6671,[],[],0.3135,0.4189,0.2676,0.0000,0.0000,1310,2025-10-17T21:51:42.954061
656,28,7,40,1.6437,573.4051,171.0745,{},71.6756,0.3769,6.6191,[],[],0.3020,0.4260,0.2720,0.0000,0.0000,1312,2025-10-17T21:51:42.973961
657,28,8,40,1.6454,576.1119,171.3809,{},72.0140,0.3756,6.6319,[],[],0.3088,0.4199,0.2713,0.0000,0.0000,1314,2025-10-17T21:51:42.993346
658,28,9,40,1.6469,586.8951,173.6864,{},73.3619,0.3786,6.6947,[],[],0.3111,0.4206,0.2683,0.0000,0.0000,1316,2025-10-17T21:51:43.013751
659,28,10,40,1.6482,576.9864,171.4585,{},72.1233,0.3805,6.6375,[],[],0.3085,0.4172,0.2743,0.0000,0.0000,1318,2025-10-17T21:51:43.033091
660,28,11,40,1.6493,588.2839,171.2251,{},73.5355,0.3841,6.6004,[],[],0.3233,0.4093,0.2674,0.0000,0.0000,1320,2025-10-17T21:51:43.051898
661,28,12,40,1.6504,589.1543,171.1888,{},73.6443,0.3819,6.5835,[],[],0.3190,0.4148,0.2663,0.0000,0.0000,1322,2025-10-17T21:51:43.071420
662,28,13,40,1.6529,592.2136,173.1747,{},74.0267,0.3783,6.6862,[],[],0.3136,0.4189,0.2675,0.0000,0.0000,1324,2025-10-17T21:51:43.090925
663,28,14,40,1.6568,590.0091,171.8550,{},73.7511,0.3785,6.6487,[],[],0.3191,0.4124,0.2685,0.0000,0.0000,1326,2025-10-17T21:51:43.110356
664,28,15,40,1.6603,593.8616,172.2822,{},74.2327,0.3777,6.6351,[],[],0.3171,0.4156,0.2673,0.0000,0.0000,1328,2025-10-17T21:51:43.129713
665,28,16,40,1.6633,597.9038,172.4181,{},74.7380,0.3746,6.6686,[],[],0.3272,0.4046,0.2682,0.0000,0.0000,1330,2025-10-17T21:51:43.149224
666,28,17,40,1.6660,594.8035,171.7379,{},74.3504,0.3712,6.6780,[],[],0.3288,0.4003,0.2710,0.0000,0.0000,1332,2025-10-17T21:51:43.168639
667,28,18,40,1.6683,594.1870,173.2797,{},74.2734,0.3725,6.7424,[],[],0.3209,0.4066,0.2725,0.0000,0.0000,1334,2025-10-17T21:51:43.187799
668,28,19,40,1.6703,590.5046,173.9969,{},73.8131,0.3703,6.7858,[],[],0.3148,0.4111,0.2741,0.0000,0.0000,1336,2025-10-17T21:51:43.207307
669,28,20,40,1.6721,594.4094,174.7438,{},74.3012,0.3681,6.8126,[],[],0.3209,0.4062,0.2729,0.0000,0.0000,1338,2025-10-17T21:51:43.226557
670,28,21,40,1.6736,585.9039,174.5478,{},73.2380,0.3692,6.8501,[],[],0.3131,0.4080,0.2789,0.0000,0.0000,1340,2025-10-17T21:51:43.245621
671,28,22,40,1.6750,585.7639,175.0449,{},73.2205,0.3716,6.8667,[],[],0.3133,0.4079,0.2788,0.0000,0.0000,1342,2025-10-17T21:51:43.264704
672,28,23,40,1.6761,594.0863,175.6776,{},74.2608,0.3724,6.8528,[],[],0.3172,0.4080,0.2748,0.0000,0.0000,1344,2025-10-17T21:51:43.284363
673,29,0,40,1.6772,589.4157,174.5882,{},73.6770,0.3747,6.8462,[],[],0.3241,0.3969,0.2790,0.0000,0.0000,1346,2025-10-17T21:51:43.303948
674,29,1,40,1.6798,587.1759,174.9644,{},73.3970,0.3730,6.8875,[],[],0.3215,0.3963,0.2822,0.0000,0.0000,1348,2025-10-17T21:51:43.323287
675,29,2,40,1.6841,596.5677,176.5872,{},74.5710,0.3732,6.9431,[],[],0.3288,0.3941,0.2771,0.0000,0.0000,1350,2025-10-17T21:51:43.344819
676,29,3,40,1.6880,586.0424,175.7519,{},73.2553,0.3736,6.9308,[],[],0.3181,0.4013,0.2807,0.0000,0.0000,1352,2025-10-17T21:51:43.364610
